fecha,id_sku,categoria,volumen_litros,formato_envase,cantidad_vendida_total,stock_apertura,ingresos_almacen,stock_disponible_cierre,stock_minimo,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,inversion_ads_total,clics_total,impresiones_total,conversiones_total,temperatura_promedio_celsius,temperatura_maxima_celsius,humedad_porcentaje,precipitacion_mm,alerta_ola_calor,numero_dia_semana,mes,trimestre,es_fin_de_semana,es_feriado,es_quincena,es_fin_mes,temporada,ventas_lag1,ventas_lag7,ventas_roll7,ads_lag1,ads_lag3,riesgo_demanda_censurada,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-04-02,SKU_500ML,Personal,0.5,Botella,176,584,0,408,240,1.2,0.0,0.0,51.85,812,47859,25,24.5,27.7,70.1,0.0,False,2,4,2,False,False,False,False,Intermedia,207,262,222.86,31.05,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-03,SKU_500ML,Personal,0.5,Botella,181,408,0,227,240,1.2,0.0,0.0,42.08,610,37603,25,26.5,30.9,72.1,0.0,True,3,4,2,False,False,False,False,Intermedia,176,198,220.43,51.85,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-04,SKU_500ML,Personal,0.5,Botella,192,800,573,608,240,1.2,0.0,0.0,95.41,1154,70804,25,26.3,29.1,65.8,0.0,True,4,4,2,False,False,False,False,Intermedia,181,227,215.43,42.08,31.05,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-05,SKU_500ML,Personal,0.5,Botella,227,608,0,381,240,1.2,0.0,0.0,197.67,1987,128485,87,27.1,31.1,66.9,0.0,True,5,4,2,False,False,False,False,Intermedia,192,173,223.14,95.41,51.85,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-06,SKU_500ML,Personal,0.5,Botella,247,381,0,134,240,1.2,0.0,0.0,58.5,737,29766,18,26.7,31.2,79.9,0.0,True,6,4,2,True,False,False,False,Intermedia,227,293,216.57,197.67,42.08,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-07,SKU_500ML,Personal,0.5,Botella,264,582,448,318,240,1.2,0.0,0.0,212.63,2429,192787,103,28.2,32.9,77.4,0.0,True,7,4,2,True,False,False,False,Intermedia,247,286,213.43,58.5,95.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-08,SKU_500ML,Personal,0.5,Botella,191,887,569,696,240,1.2,0.0,0.0,148.57,2242,160752,65,27.8,30.8,74.3,1.1,True,1,4,2,False,False,False,False,Intermedia,264,207,211.14,212.63,197.67,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-09,SKU_500ML,Personal,0.5,Botella,224,696,0,472,240,1.2,0.0,0.0,204.56,2291,126665,81,25.2,28.8,78.9,0.0,True,2,4,2,False,False,False,False,Intermedia,191,176,218.0,148.57,58.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-10,SKU_500ML,Personal,0.5,Botella,241,472,0,231,240,1.2,0.0,0.0,224.91,2038,118232,86,27.8,31.3,71.1,0.0,True,3,4,2,False,False,False,False,Intermedia,224,181,226.57,204.56,212.63,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-11,SKU_500ML,Personal,0.5,Botella,216,843,612,627,240,1.2,0.0,0.0,292.15,3085,203997,128,26.6,29.8,75.0,0.0,True,4,4,2,False,False,False,False,Intermedia,241,192,230.0,224.91,148.57,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-12,SKU_500ML,Personal,0.5,Botella,198,627,0,429,240,1.2,0.0,0.0,187.78,1995,138888,83,25.0,29.1,72.9,0.0,True,5,4,2,False,False,False,False,Intermedia,216,227,225.86,292.15,204.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-13,SKU_500ML,Personal,0.5,Botella,211,429,0,218,240,1.2,0.0,0.0,186.76,2058,151127,71,25.8,29.1,74.5,0.0,True,6,4,2,True,False,False,False,Intermedia,198,247,220.71,187.78,224.91,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-14,SKU_500ML,Personal,0.5,Botella,187,804,586,617,240,1.2,0.0,0.0,228.87,2405,131613,95,25.9,28.9,74.5,0.0,True,7,4,2,True,False,False,False,Intermedia,211,264,209.71,186.76,292.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-15,SKU_500ML,Personal,0.5,Botella,240,1245,628,1005,240,1.2,0.0,0.0,221.93,2718,177177,110,26.0,28.7,70.1,0.0,True,1,4,2,False,False,True,False,Intermedia,187,191,216.71,228.87,187.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-16,SKU_500ML,Personal,0.5,Botella,231,1005,0,774,240,1.2,0.0,0.0,289.83,2966,169200,82,26.2,30.0,67.4,2.4,True,2,4,2,False,False,False,False,Intermedia,240,224,217.71,221.93,186.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-17,SKU_500ML,Personal,0.5,Botella,217,774,0,557,240,1.2,0.0,0.0,111.38,1223,78852,46,26.1,30.8,73.1,0.0,True,3,4,2,False,False,False,False,Intermedia,231,241,214.29,289.83,228.87,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-18,SKU_500ML,Personal,0.5,Botella,194,557,0,363,240,1.2,0.0,0.0,138.45,1366,73810,50,27.4,31.7,68.7,0.0,True,4,4,2,False,False,False,False,Intermedia,217,216,211.14,111.38,221.93,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-19,SKU_500ML,Personal,0.5,Botella,200,363,0,163,240,1.2,0.0,0.0,0.0,0,0,0,26.5,30.5,62.8,0.0,True,5,4,2,False,False,False,False,Intermedia,194,198,211.43,138.45,289.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-20,SKU_500ML,Personal,0.5,Botella,230,619,456,389,240,1.2,0.0,0.0,0.0,0,0,0,27.4,32.1,67.2,0.0,True,6,4,2,True,False,False,False,Intermedia,200,211,214.14,0.0,111.38,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-21,SKU_500ML,Personal,0.5,Botella,185,389,0,204,240,1.2,0.0,0.0,0.0,0,0,0,26.6,30.4,68.0,0.0,True,7,4,2,True,False,False,False,Intermedia,230,187,213.86,0.0,138.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-22,SKU_500ML,Personal,0.5,Botella,149,922,718,773,240,1.2,0.0,0.0,0.0,0,0,0,26.5,29.9,71.7,0.0,True,1,4,2,False,False,False,False,Intermedia,185,240,200.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-23,SKU_500ML,Personal,0.5,Botella,227,773,0,546,240,1.2,0.0,0.0,0.0,0,0,0,28.0,32.5,74.1,0.0,True,2,4,2,False,False,False,False,Intermedia,149,231,200.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-24,SKU_500ML,Personal,0.5,Botella,201,546,0,345,240,1.2,0.0,0.0,0.0,0,0,0,28.6,33.0,74.1,0.0,True,3,4,2,False,False,False,False,Intermedia,227,217,198.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-25,SKU_500ML,Personal,0.5,Botella,217,345,0,128,240,1.2,0.0,0.0,0.0,0,0,0,26.0,30.1,66.9,0.0,True,4,4,2,False,False,False,False,Intermedia,201,194,201.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-26,SKU_500ML,Personal,0.5,Botella,223,666,538,443,240,1.2,0.0,0.0,0.0,0,0,0,26.7,29.8,72.3,0.0,True,5,4,2,False,False,False,False,Intermedia,217,200,204.57,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-27,SKU_500ML,Personal,0.5,Botella,168,443,0,275,240,1.2,0.0,0.0,0.0,0,0,0,26.2,29.1,70.3,0.0,True,6,4,2,True,False,False,False,Intermedia,223,230,195.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-28,SKU_500ML,Personal,0.5,Botella,195,857,582,662,240,1.2,0.0,0.0,0.0,0,0,0,24.7,29.6,76.3,0.0,True,7,4,2,True,False,False,False,Intermedia,168,185,197.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-29,SKU_500ML,Personal,0.5,Botella,197,662,0,465,240,1.2,0.0,0.0,0.0,0,0,0,26.2,29.1,75.3,0.0,True,1,4,2,False,False,False,False,Intermedia,195,149,204.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-30,SKU_500ML,Personal,0.5,Botella,272,465,0,193,240,1.2,0.0,0.0,0.0,0,0,0,28.3,31.5,76.8,0.0,True,2,4,2,False,False,True,True,Intermedia,197,227,210.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-01,SKU_500ML,Personal,0.5,Botella,245,813,620,568,240,1.2,0.0,0.0,148.07,2151,158986,54,26.0,29.8,65.2,0.0,True,3,5,2,False,True,False,False,Intermedia,272,201,216.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-02,SKU_500ML,Personal,0.5,Botella,265,568,0,303,240,1.2,0.0,0.0,227.25,2542,167838,71,25.4,29.3,76.1,0.0,True,4,5,2,False,False,False,False,Intermedia,245,217,223.57,148.07,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-03,SKU_500ML,Personal,0.5,Botella,208,303,0,95,240,1.2,0.0,0.0,249.17,2526,148615,59,26.1,29.4,72.5,0.0,True,5,5,2,False,False,False,False,Intermedia,265,223,221.43,227.25,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-04,SKU_500ML,Personal,0.5,Botella,269,709,614,440,240,1.2,0.0,0.0,237.93,2733,152671,111,26.1,30.3,75.4,0.0,True,6,5,2,True,False,False,False,Intermedia,208,168,235.86,249.17,148.07,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-05,SKU_500ML,Personal,0.5,Botella,153,440,0,287,240,1.2,0.0,0.0,221.4,2797,210914,95,24.6,27.9,70.5,0.0,False,7,5,2,True,False,False,False,Intermedia,269,195,229.86,237.93,227.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-06,SKU_500ML,Personal,0.5,Botella,191,732,445,541,240,1.2,0.0,0.0,151.94,2078,166260,96,26.7,29.6,72.2,0.0,True,1,5,2,False,False,False,False,Intermedia,153,197,229.0,221.4,249.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-07,SKU_500ML,Personal,0.5,Botella,238,541,0,303,240,1.2,0.0,0.0,114.69,745,30150,37,27.4,30.3,72.1,0.0,True,2,5,2,False,False,False,False,Intermedia,191,272,224.14,151.94,237.93,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-08,SKU_500ML,Personal,0.5,Botella,173,950,647,777,240,1.2,0.0,0.0,154.76,1431,82799,30,26.2,30.8,70.9,0.0,True,3,5,2,False,False,False,False,Intermedia,238,245,213.86,114.69,221.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-09,SKU_500ML,Personal,0.5,Botella,210,777,0,567,240,1.2,0.0,0.0,291.71,3002,208675,76,27.2,30.6,70.1,0.0,True,4,5,2,False,False,False,False,Intermedia,173,265,206.0,154.76,151.94,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-10,SKU_500ML,Personal,0.5,Botella,214,567,0,353,240,1.2,0.0,0.0,221.26,2476,180192,115,25.9,29.2,63.6,0.0,True,5,5,2,False,False,False,False,Intermedia,210,208,206.86,291.71,114.69,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-11,SKU_500ML,Personal,0.5,Botella,271,353,0,82,240,1.2,0.0,0.0,150.79,1651,140026,62,26.7,30.1,70.9,0.0,True,6,5,2,True,False,False,False,Intermedia,214,269,207.14,221.26,154.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-12,SKU_500ML,Personal,0.5,Botella,253,687,605,434,240,1.2,0.0,0.0,273.24,2923,163425,111,25.7,30.5,73.8,0.0,True,7,5,2,True,False,False,False,Intermedia,271,153,221.43,150.79,291.71,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-13,SKU_500ML,Personal,0.5,Botella,218,434,0,216,240,1.2,0.0,0.0,284.22,2866,151742,132,26.6,30.7,70.2,0.0,True,1,5,2,False,False,False,False,Intermedia,253,191,225.29,273.24,221.26,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-14,SKU_500ML,Personal,0.5,Botella,257,852,636,595,240,1.2,0.0,0.0,230.99,2187,124315,93,25.9,29.2,74.1,0.0,True,2,5,2,False,False,False,False,Intermedia,218,238,228.0,284.22,150.79,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-15,SKU_500ML,Personal,0.5,Botella,243,1190,595,947,240,1.2,0.0,0.0,191.76,1667,99031,70,26.3,30.8,70.2,0.0,True,3,5,2,False,False,True,False,Intermedia,257,173,238.0,230.99,273.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-16,SKU_500ML,Personal,0.5,Botella,245,947,0,702,240,1.2,0.0,0.0,41.27,586,39901,19,27.3,30.2,69.5,0.0,True,4,5,2,False,False,False,False,Intermedia,243,210,243.0,191.76,284.22,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-17,SKU_500ML,Personal,0.5,Botella,179,702,0,523,240,1.2,0.0,0.0,150.97,1363,84932,43,26.9,31.2,77.0,0.0,True,5,5,2,False,False,False,False,Intermedia,245,214,238.0,41.27,230.99,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-18,SKU_500ML,Personal,0.5,Botella,219,523,0,304,240,1.2,0.0,0.0,174.56,1512,139142,62,25.3,30.1,70.9,0.0,True,6,5,2,True,False,False,False,Intermedia,179,271,230.57,150.97,191.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-19,SKU_500ML,Personal,0.5,Botella,243,304,0,61,240,1.2,0.0,0.0,65.18,368,15570,11,26.7,29.6,71.6,0.0,True,7,5,2,True,False,False,False,Intermedia,219,253,229.14,174.56,41.27,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-20,SKU_500ML,Personal,0.5,Botella,153,586,525,433,240,1.2,0.0,0.0,73.43,526,18142,22,25.9,30.6,72.6,0.0,True,1,5,2,False,False,False,False,Intermedia,243,218,219.86,65.18,150.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-21,SKU_500ML,Personal,0.5,Botella,174,433,0,259,240,1.2,0.0,0.0,0.0,0,0,0,26.5,30.7,72.9,0.0,True,2,5,2,False,False,False,False,Intermedia,153,257,208.0,73.43,174.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-22,SKU_500ML,Personal,0.5,Botella,148,1035,776,887,240,1.2,0.0,0.0,70.17,513,18931,9,25.0,29.3,80.9,0.0,True,3,5,2,False,False,False,False,Intermedia,174,243,194.43,0.0,65.18,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-23,SKU_500ML,Personal,0.5,Botella,192,887,0,695,240,1.2,0.0,0.0,75.25,508,16290,22,25.2,30.2,72.6,0.0,True,4,5,2,False,False,False,False,Intermedia,148,245,186.86,70.17,73.43,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-24,SKU_500ML,Personal,0.5,Botella,219,695,0,476,240,1.2,0.0,0.0,86.41,606,21369,27,28.0,31.5,72.7,0.0,True,5,5,2,False,False,False,False,Intermedia,192,179,192.57,75.25,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-25,SKU_500ML,Personal,0.5,Botella,256,476,0,220,240,1.2,0.0,0.0,107.16,598,18076,26,25.1,28.9,66.6,0.0,True,6,5,2,True,False,False,False,Intermedia,219,219,197.86,86.41,70.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-26,SKU_500ML,Personal,0.5,Botella,233,746,526,513,240,1.2,0.0,0.0,85.41,594,17967,22,26.9,30.5,68.3,0.0,True,7,5,2,True,False,False,False,Intermedia,256,243,196.43,107.16,75.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-27,SKU_500ML,Personal,0.5,Botella,207,513,0,306,240,1.2,0.0,0.0,83.78,458,17756,19,25.6,29.4,71.7,0.0,True,1,5,2,False,False,False,False,Intermedia,233,153,204.14,85.41,86.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-28,SKU_500ML,Personal,0.5,Botella,204,306,0,102,240,1.2,0.0,0.0,0.0,0,0,0,26.6,30.7,64.5,0.0,True,2,5,2,False,False,False,False,Intermedia,207,174,208.43,83.78,107.16,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-29,SKU_500ML,Personal,0.5,Botella,133,813,711,680,240,1.2,0.0,0.0,0.0,0,0,0,25.5,28.2,68.4,0.0,True,3,5,2,False,False,False,False,Intermedia,204,148,206.29,0.0,85.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-30,SKU_500ML,Personal,0.5,Botella,224,680,0,456,240,1.2,0.0,0.0,0.0,0,0,0,25.1,29.5,73.8,0.0,True,4,5,2,False,False,True,False,Intermedia,133,192,210.86,0.0,83.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-31,SKU_500ML,Personal,0.5,Botella,163,456,0,293,240,1.2,0.0,0.0,0.0,0,0,0,25.2,27.7,71.0,0.0,False,5,5,2,False,False,True,True,Intermedia,224,219,202.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-01,SKU_500ML,Personal,0.5,Botella,176,293,0,117,240,1.2,0.0,0.0,0.0,0,0,0,26.7,30.3,61.2,0.0,True,6,6,2,True,False,False,False,Invierno,163,256,191.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-02,SKU_500ML,Personal,0.5,Botella,177,809,692,632,240,1.2,0.0,0.0,96.51,1243,79367,47,25.2,29.9,71.6,0.0,True,7,6,2,True,False,False,False,Invierno,176,233,183.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-03,SKU_500ML,Personal,0.5,Botella,183,632,0,449,240,1.2,0.0,0.0,132.12,1652,120055,51,26.1,29.6,67.0,0.0,True,1,6,2,False,False,False,False,Invierno,177,207,180.0,96.51,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-04,SKU_500ML,Personal,0.5,Botella,182,449,0,267,240,1.2,0.0,0.0,119.73,1593,101545,70,26.1,28.7,77.4,0.0,True,2,6,2,False,False,False,False,Invierno,183,204,176.86,132.12,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-05,SKU_500ML,Personal,0.5,Botella,131,868,601,737,240,1.2,0.0,0.0,187.45,2392,130096,75,25.4,28.4,72.4,0.0,True,3,6,2,False,False,False,False,Invierno,182,133,176.57,119.73,96.51,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-06,SKU_500ML,Personal,0.5,Botella,154,737,0,583,240,1.2,0.0,0.0,77.5,959,48741,23,25.1,29.4,71.7,0.0,True,4,6,2,False,False,False,False,Invierno,131,224,166.57,187.45,132.12,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-07,SKU_500ML,Personal,0.5,Botella,175,583,0,408,240,1.2,0.0,0.0,195.17,1912,110926,47,26.5,29.6,67.9,0.0,True,5,6,2,False,False,False,False,Invierno,154,163,168.29,77.5,119.73,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-08,SKU_500ML,Personal,0.5,Botella,224,862,454,638,240,1.2,0.0,0.0,190.32,2331,161893,97,25.4,29.0,67.9,0.0,True,6,6,2,True,False,False,False,Invierno,175,176,175.14,195.17,187.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-09,SKU_500ML,Personal,0.5,Botella,121,638,0,517,240,1.2,0.0,0.0,167.4,1963,138964,82,24.1,27.6,70.8,0.0,False,7,6,2,True,False,False,False,Invierno,224,177,167.14,190.32,77.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-10,SKU_500ML,Personal,0.5,Botella,128,517,0,389,240,1.2,0.0,0.0,150.97,1624,84112,46,24.0,27.9,81.2,0.0,False,1,6,2,False,False,False,False,Invierno,121,183,159.29,167.4,195.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-11,SKU_500ML,Personal,0.5,Botella,153,389,0,236,240,1.2,0.0,0.0,229.58,2875,150994,81,25.8,30.3,72.5,0.9,True,2,6,2,False,False,False,False,Invierno,128,182,155.14,150.97,190.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-12,SKU_500ML,Personal,0.5,Botella,163,692,456,529,240,1.2,0.0,0.0,211.19,2774,214013,94,26.6,29.8,74.5,0.0,True,3,6,2,False,False,False,False,Invierno,153,131,159.71,229.58,167.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-13,SKU_500ML,Personal,0.5,Botella,120,529,0,409,240,1.2,0.0,0.0,99.12,1189,101324,22,24.9,27.8,74.8,2.8,False,4,6,2,False,False,False,False,Invierno,163,154,154.86,211.19,150.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-14,SKU_500ML,Personal,0.5,Botella,146,409,0,263,240,1.2,0.0,0.0,95.81,1088,57793,51,24.9,28.1,69.4,0.0,True,5,6,2,False,False,False,False,Invierno,120,175,150.71,99.12,229.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-15,SKU_500ML,Personal,0.5,Botella,138,688,425,550,240,1.2,0.0,0.0,152.14,1638,140386,75,24.3,26.9,76.0,0.0,False,6,6,2,True,False,True,False,Invierno,146,224,138.43,95.81,211.19,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-16,SKU_500ML,Personal,0.5,Botella,177,550,0,373,240,1.2,0.0,0.0,163.01,1587,96452,47,24.9,28.9,77.4,0.0,True,7,6,2,True,False,False,False,Invierno,138,121,146.43,152.14,99.12,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-17,SKU_500ML,Personal,0.5,Botella,85,373,0,288,240,1.2,0.0,0.0,149.78,2146,176003,74,24.5,27.9,77.0,0.0,False,1,6,2,False,False,False,False,Invierno,177,128,140.29,163.01,95.81,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-18,SKU_500ML,Personal,0.5,Botella,112,288,0,176,240,1.2,0.0,0.0,92.62,1258,85810,19,24.9,27.6,70.5,0.0,False,2,6,2,False,False,False,False,Invierno,85,153,134.43,149.78,152.14,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-19,SKU_500ML,Personal,0.5,Botella,98,754,578,656,240,1.2,0.0,0.0,116.77,1162,60637,32,23.2,26.6,71.7,0.0,False,3,6,2,False,False,False,False,Invierno,112,163,125.14,92.62,163.01,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-20,SKU_500ML,Personal,0.5,Botella,128,656,0,528,240,1.2,0.0,0.0,106.78,1080,51584,32,23.6,27.8,85.1,0.0,False,4,6,2,False,False,False,False,Invierno,98,120,126.29,116.77,149.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-21,SKU_500ML,Personal,0.5,Botella,158,528,0,370,240,1.2,0.0,0.0,106.15,1157,46394,25,24.8,27.4,67.4,0.0,False,5,6,2,False,False,False,False,Invierno,128,146,128.0,106.78,92.62,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-22,SKU_500ML,Personal,0.5,Botella,127,1041,671,914,240,1.2,0.0,0.0,114.71,1270,71411,50,25.2,27.9,70.3,0.0,False,6,6,2,True,False,False,False,Invierno,158,138,126.43,106.15,116.77,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-23,SKU_500ML,Personal,0.5,Botella,163,914,0,751,240,1.2,0.0,0.0,119.02,1258,78742,42,25.8,29.3,72.4,0.0,True,7,6,2,True,False,False,False,Invierno,127,177,124.43,114.71,106.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-24,SKU_500ML,Personal,0.5,Botella,133,751,0,618,240,1.2,0.0,0.0,108.02,1178,52667,48,24.6,27.8,77.5,0.0,False,1,6,2,False,False,False,False,Invierno,163,85,131.29,119.02,106.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-25,SKU_500ML,Personal,0.5,Botella,146,618,0,472,240,1.2,0.0,0.0,117.98,1247,50954,45,23.0,26.8,74.2,0.0,False,2,6,2,False,False,False,False,Invierno,133,112,136.14,108.02,114.71,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-26,SKU_500ML,Personal,0.5,Botella,203,472,0,269,240,1.2,0.0,0.0,97.14,1144,57445,29,24.4,28.6,78.2,0.0,True,3,6,2,False,False,False,False,Invierno,146,98,151.14,117.98,119.02,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-27,SKU_500ML,Personal,0.5,Botella,142,826,557,684,240,1.2,0.0,0.0,88.07,932,60328,36,22.7,27.6,75.2,2.1,False,4,6,2,False,False,False,False,Invierno,203,128,153.14,97.14,108.02,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-28,SKU_500ML,Personal,0.5,Botella,108,684,0,576,240,1.2,0.0,0.0,88.81,452,21444,12,24.5,27.0,74.3,0.0,False,5,6,2,False,False,False,False,Invierno,142,158,146.0,88.07,117.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-29,SKU_500ML,Personal,0.5,Botella,190,576,0,386,240,1.2,0.0,0.0,51.63,353,10557,12,23.7,28.4,77.2,0.0,True,6,6,2,True,True,False,False,Invierno,108,127,155.0,88.81,97.14,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
